Country,City,University,Program,Level,Duration_Years,Tuition_USD,Living_Cost_Index,Rent_USD,Visa_Fee_USD,Insurance_USD,Exchange_Rate,Total_cost,Affordability,KMeans_Cluster,HDBSCAN_Cluster,TSNE1,TSNE2
Tunisia,Gabes,University of Gabes,Computer Engineering,Master,2.0,1400,30.5,160,60,200,3.15,5700.0,Low,1,16,-33.97999,-16.727829
Croatia,Zadar,University of Zadar,Information Technology,PhD,4.0,3600,53.2,370,80,400,7.35,23040.0,Low,1,8,-24.636232,20.302643
Cyprus,Paphos,Neapolis University,Data Science,Bachelor,3.0,7400,58.5,450,100,500,0.92,25200.0,Low,1,14,-24.323072,-0.31198177
Dominican Republic,Puerto Plata,UTESA,Computer Science,PhD,4.0,4500,36.8,250,100,300,56.8,17800.0,Low,1,8,-34.22038,19.291063
Morocco,Tangier,Abdelmalek Essaadi University,Software Engineering,Master,2.0,1900,38.9,260,70,250,10.15,8710.0,Low,1,16,-31.272766,-16.880196
Peru,Piura,Universidad de Piura,Information Systems,Master,2.0,7200,38.5,250,120,350,3.75,14020.0,Low,1,16,-29.642757,-20.115185
Argentina,Mendoza,National University of Cuyo,Data Analytics,PhD,4.0,0,36.8,230,90,280,275.0,12250.0,Low,1,8,-35.1664,19.245672
Tunisia,Bizerte,University of Carthage,Artificial Intelligence,Bachelor,3.0,1200,29.8,150,60,200,3.15,7260.0,Low,1,-1,-31.4949,-1.790419
Cyprus,Girne,Girne American University,Computer Engineering,Master,2.0,7600,57.8,430,100,500,0.92,19020.0,Low,1,16,-16.337767,-18.534489
Croatia,Dubrovnik,University of Dubrovnik,Software Development,Master,2.0,3400,54.5,390,80,400,7.35,13640.0,Low,1,16,-18.141727,-19.514069
Morocco,Oujda,Mohammed I University,Computer Science,Bachelor,4.0,1700,37.5,240,70,250,10.15,14290.0,Low,1,8,-35.209503,18.858799
Peru,Chiclayo,Universidad San Martin,Data Engineering,PhD,4.0,6500,37.8,240,120,350,3.75,19540.0,Low,1,8,-33.130314,18.947268
Ecuador,Quito,Universidad San Francisco,Computer Science,Master,2.0,8500,45.8,400,100,300,1.0,18800.0,Low,1,16,-25.645456,-18.97186
Lebanon,Beirut,American University of Beirut,Data Science,Master,2.0,20000,58.9,600,150,500,15000.0,35550.0,Medium,2,-1,-17.188755,-14.538619
Bahrain,Manama,University of Bahrain,Software Engineering,Bachelor,4.0,7000,65.4,700,130,600,0.38,43130.0,Medium,2,8,-17.602585,19.713776
Uruguay,Montevideo,Universidad de la Republica,Computer Engineering,PhD,4.0,0,52.4,450,90,350,39.5,23090.0,Low,1,8,-24.876234,19.804998
Bulgaria,Sofia,Sofia University,Information Systems,Master,2.0,3500,48.5,400,110,300,1.85,13810.0,Low,1,16,-24.327765,-18.277319
Ghana,Accra,University of Ghana,Data Analytics,Master,2.0,4500,42.1,300,120,250,12.0,12320.0,Low,1,16,-29.27876,-18.388878
Algeria,Algiers,University of Science and Technology,Computer Science,Bachelor,3.0,1200,38.5,250,80,200,137.5,10880.0,Low,1,-1,-30.763994,-1.6895015
Panama,Panama City,Universidad Tecnologica,Artificial Intelligence,Master,2.0,7500,51.2,600,100,400,1.0,22800.0,Low,1,16,-20.115486,-18.259827
Ecuador,Guayaquil,ESPOL,Software Development,PhD,4.0,7800,43.2,350,100,300,1.0,25900.0,Low,1,8,-31.14367,18.508451
Lebanon,Byblos,Lebanese American University,Data Engineering,Master,2.0,18000,55.4,500,150,500,15000.0,31150.0,Medium,1,-1,-17.380638,-14.68187
Bahrain,Riffa,Royal University for Women,Information Technology,Master,2.0,8000,63.2,650,130,600,0.38,24930.0,Low,2,-1,-10.380045,-17.491724
Uruguay,Salto,Universidad ORT Uruguay,Computer Science,Master,2.0,6500,48.5,380,90,350,39.5,16410.0,Low,1,16,-23.58607,-18.724575
Bulgaria,Plovdiv,Plovdiv University,Data Science,Bachelor,3.0,3200,45.8,350,110,300,1.85,16810.0,Low,1,14,-27.998735,-0.9554988
Ghana,Kumasi,Kwame Nkrumah University,Software Engineering,PhD,4.0,4200,39.8,250,120,250,12.0,17320.0,Low,1,8,-33.66692,20.456594
Algeria,Oran,University of Oran,Computer Engineering,Master,2.0,1100,36.4,220,80,200,137.5,6860.0,Low,1,16,-32.683567,-17.248682
Panama,David,ISAE University,Data Analytics,Bachelor,4.0,6800,47.5,450,100,400,1.0,30100.0,Medium,1,8,-26.4465,20.7711
Ecuador,Cuenca,Universidad de Cuenca,Information Systems,Master,2.0,7200,42.5,320,100,300,1.0,15580.0,Low,1,16,-27.856817,-19.686903
Lebanon,Tripoli,Lebanese University,Computer Science,PhD,4.0,2000,52.1,400,150,500,15000.0,23350.0,Low,1,8,-25.311556,22.130432
Bahrain,Isa Town,Bahrain Polytechnic,Software Development,Bachelor,4.0,6500,61.8,600,130,600,0.38,37830.0,Medium,1,8,-18.25887,20.169619
Uruguay,Maldonado,Universidad Catolica,Data Science,Master,2.0,7000,49.2,400,90,350,39.5,17390.0,Low,1,16,-23.20948,-18.603243
Bulgaria,Varna,Technical University Varna,Computer Engineering,Master,2.0,3100,44.2,330,110,300,1.85,11730.0,Low,1,16,-27.503998,-18.332508
Ghana,Cape Coast,University of Cape Coast,Information Technology,Master,2.0,4000,38.5,230,120,250,12.0,10140.0,Low,1,16,-31.552181,-18.858807
Algeria,Constantine,University of Constantine,Data Analytics,PhD,4.0,1300,35.8,200,80,200,137.5,11780.0,Low,1,8,-35.863796,19.44251
Panama,Santiago,Universidad Latina,Computer Science,Master,2.0,6500,45.8,400,100,400,1.0,17000.0,Low,1,16,-25.168814,-19.84034
Ecuador,Loja,UTPL,Artificial Intelligence,Bachelor,3.0,6800,41.2,300,100,300,1.0,18600.0,Low,1,14,-28.837027,-1.5574603
Lebanon,Jounieh,Holy Spirit University,Software Engineering,Master,2.0,16000,54.5,450,150,500,15000.0,27950.0,Medium,1,-1,-17.48215,-14.773789
Bahrain,Sakhir,Arabian Gulf University,Data Science,PhD,4.0,9000,62.4,620,130,600,0.38,41290.0,Medium,1,8,-18.109861,19.98675
Uruguay,Rivera,UTEC,Information Systems,Bachelor,4.0,0,47.8,350,90,350,39.5,18290.0,Low,1,8,-27.412664,19.816435
Bulgaria,Burgas,Burgas Free University,Computer Science,Master,2.0,2900,43.5,320,110,300,1.85,11290.0,Low,1,16,-27.993055,-18.316395
Ghana,Tamale,University for Development,Software Development,PhD,4.0,3800,36.8,200,120,250,12.0,14520.0,Low,1,8,-34.66289,20.207909
Algeria,Annaba,Badji Mokhtar University,Computer Engineering,Master,2.0,1000,34.5,180,80,200,137.5,5800.0,Low,1,16,-33.225815,-17.23526
Panama,Chitré,Quality Leadership University,Data Analytics,Bachelor,3.0,6200,44.2,380,100,400,1.0,21180.0,Low,1,14,-27.714684,-1.563078
Ecuador,Ambato,Universidad Tecnica,Information Technology,PhD,4.0,6500,40.5,280,100,300,1.0,21240.0,Low,1,8,-32.49437,18.890877
Lebanon,Sidon,Lebanese International,Computer Science,Bachelor,4.0,15000,51.8,420,150,500,15000.0,37310.0,Medium,1,8,-24.425829,22.208578
Bahrain,Muharraq,Applied Science University,Data Engineering,Master,2.0,7500,61.5,580,130,600,0.38,22750.0,Low,2,16,-10.596843,-17.705437
Uruguay,Paysandu,Universidad de Paysandu,Software Engineering,Master,2.0,0,46.5,330,90,350,39.5,8710.0,Low,1,16,-23.514923,-19.95055
Bulgaria,Ruse,University of Ruse,Artificial Intelligence,PhD,4.0,3300,42.8,300,110,300,1.85,19010.0,Low,1,8,-31.38288,19.942919
Ghana,Ho,University of Health Sciences,Data Science,Master,2.0,3500,35.4,180,120,250,12.0,8440.0,Low,1,16,-32.654602,-18.579298
Algeria,Tlemcen,University of Tlemcen,Information Systems,Bachelor,3.0,900,33.2,160,80,200,137.5,7340.0,Low,1,-1,-31.338705,-1.7683805
Panama,La Chorrera,Universidad Metropolitana,Computer Science,Master,2.0,6000,43.5,350,100,400,1.0,15300.0,Low,1,16,-25.969702,-20.160303
Bangladesh,Dhaka,Bangladesh University of Engineering,Computer Science,Master,2.0,2500,42.5,250,100,200,109.5,9000.0,Low,1,16,-29.98118,-17.49838
Kuwait,Kuwait City,Kuwait University,Data Science,Master,2.0,3500,71.2,800,140,700,0.31,24240.0,Low,2,19,-3.3130705,-17.310122
Ukraine,Kyiv,Igor Sikorsky Kyiv Polytechnic,Software Engineering,Bachelor,4.0,3800,45.8,400,120,300,36.8,24320.0,Low,1,8,-29.617374,20.999342
Slovenia,Ljubljana,University of Ljubljana,Computer Engineering,PhD,4.0,4500,62.4,500,80,450,0.92,30380.0,Medium,1,8,-20.22641,20.149906
Serbia,Belgrade,University of Belgrade,Information Systems,Master,2.0,2800,48.5,350,90,320,108.5,11930.0,Low,1,16,-23.95121,-18.916687
Iran,Tehran,Sharif University of Technology,Data Analytics,Master,2.0,3000,51.2,400,150,280,42150.0,13310.0,Low,1,16,-24.056349,-16.886871
Uzbekistan,Tashkent,INHA University Tashkent,Computer Science,Bachelor,4.0,4200,44.5,300,160,250,12300.0,19760.0,Low,1,8,-31.558264,22.297693
El Salvador,San Salvador,Universidad Don Bosco,Software Development,Master,2.0,5500,46.8,400,110,300,1.0,15810.0,Low,1,16,-25.076748,-18.470045
Bangladesh,Chittagong,CUET,Artificial Intelligence,PhD,4.0,2200,39.8,200,100,200,109.5,12700.0,Low,1,8,-35.053246,20.313812
Kuwait,Hawalli,American University Kuwait,Data Engineering,Master,2.0,15000,68.5,750,140,700,0.31,34540.0,Medium,2,17,3.4726498,-10.467537
Ukraine,Lviv,Lviv Polytechnic,Computer Science,Master,2.0,3500,43.2,350,120,300,36.8,12620.0,Low,1,16,-27.878014,-18.61294
Slovenia,Maribor,University of Maribor,Data Science,Master,2.0,4200,58.5,450,80,450,0.92,15980.0,Low,1,16,-16.88925,-18.94081
Serbia,Novi Sad,University of Novi Sad,Software Engineering,PhD,4.0,2600,45.8,320,90,320,108.5,19330.0,Low,1,8,-29.470179,19.63066
Iran,Isfahan,Isfahan University of Technology,Information Systems,Bachelor,3.0,2800,48.5,350,150,280,42150.0,16390.0,Low,1,14,-27.587044,-0.58512974
Uzbekistan,Samarkand,Samarkand State University,Data Analytics,Master,2.0,3800,41.2,250,160,250,12300.0,10460.0,Low,1,16,-31.19745,-20.38278
El Salvador,Santa Ana,Universidad Catolica,Computer Engineering,Bachelor,4.0,5000,44.5,350,110,300,1.0,23110.0,Low,1,8,-30.534927,20.165827
Bangladesh,Khulna,Khulna University,Software Development,Master,2.0,2100,38.5,180,100,200,109.5,6920.0,Low,1,16,-32.215282,-17.931704
Kuwait,Al Jahra,Gulf University for Science,Artificial Intelligence,PhD,4.0,14000,66.8,700,140,700,0.31,50540.0,Medium,2,8,-11.49228,22.188957
Ukraine,Kharkiv,Kharkiv Polytechnic,Data Science,Master,2.0,3400,42.5,330,120,300,36.8,12040.0,Low,1,16,-28.461008,-18.6409
Slovenia,Koper,University of Primorska,Information Technology,Bachelor,3.0,4000,57.2,420,80,450,0.92,20550.0,Low,1,14,-24.641508,-0.24568143
Serbia,Nis,University of Nis,Computer Engineering,Master,2.0,2500,44.2,300,90,320,108.5,10430.0,Low,1,16,-27.64803,-17.907265
Iran,Mashhad,Ferdowsi University,Data Analytics,PhD,4.0,2900,47.8,320,150,280,42150.0,19530.0,Low,1,8,-30.313887,22.471157
Uzbekistan,Bukhara,Bukhara State University,Computer Science,Bachelor,4.0,3500,39.8,220,160,250,12300.0,15220.0,Low,1,8,-33.370964,21.89981
El Salvador,San Miguel,Universidad de Oriente,Information Systems,Master,2.0,4800,43.2,320,110,300,1.0,13190.0,Low,1,16,-27.948809,-18.824905
Bangladesh,Rajshahi,RUET,Software Engineering,Master,2.0,2000,37.2,170,100,200,109.5,6580.0,Low,1,16,-32.60001,-17.891838
Kuwait,Salmiya,Australian College Kuwait,Data Science,Bachelor,3.0,13500,65.4,680,140,700,0.31,40220.0,Medium,2,-1,-11.718517,5.468842
Ukraine,Odesa,Odesa Polytechnic,Artificial Intelligence,PhD,4.0,3600,41.8,320,120,300,36.8,20280.0,Low,1,8,-31.795675,20.210028
Slovenia,Nova Gorica,University of Nova Gorica,Computer Science,Master,2.0,4100,56.5,400,80,450,0.92,14680.0,Low,1,16,-17.30228,-19.205568
Serbia,Kragujevac,University of Kragujevac,Data Engineering,Bachelor,4.0,2400,43.5,280,90,320,108.5,17210.0,Low,1,8,-30.729053,19.460627
Iran,Shiraz,Shiraz University,Software Development,Master,2.0,2700,46.8,300,150,280,42150.0,10610.0,Low,1,16,-25.684204,-16.976254
Uzbekistan,Namangan,Namangan Institute,Information Technology,Master,2.0,3400,38.5,200,160,250,12300.0,8860.0,Low,1,16,-31.937883,-20.132713
El Salvador,Sonsonate,Universidad de Sonsonate,Data Science,Bachelor,3.0,4500,42.8,300,110,300,1.0,16310.0,Low,1,14,-28.58044,-1.3569703
Bangladesh,Sylhet,SUST,Computer Engineering,PhD,4.0,2300,36.8,160,100,200,109.5,10880.0,Low,1,8,-35.624683,19.985544
Kuwait,Al Ahmadi,ACK,Software Engineering,Master,2.0,13000,64.5,650,140,700,0.31,30140.0,Medium,2,-1,2.6203234,-10.067143
Ukraine,Dnipro,Dnipro Polytechnic,Data Analytics,Master,2.0,3300,40.5,300,120,300,36.8,11220.0,Low,1,16,-29.55212,-18.93289
Slovenia,Celje,Faculty of Logistics,Information Systems,Bachelor,3.0,3900,55.4,380,80,450,0.92,19010.0,Low,1,14,-24.972898,-0.22470134
Serbia,Subotica,University of Subotica,Computer Science,Master,2.0,2300,42.8,270,90,320,108.5,9510.0,Low,1,16,-28.39046,-17.81737
Iran,Tabriz,University of Tabriz,Artificial Intelligence,PhD,4.0,2600,45.5,280,150,280,42150.0,17310.0,Low,1,8,-31.009056,22.339956
Uzbekistan,Andijan,Andijan State University,Software Development,Master,2.0,3200,37.8,180,160,250,12300.0,8180.0,Low,1,16,-32.157833,-20.013826
El Salvador,Santa Tecla,ITCA-FEPADE,Computer Engineering,Bachelor,4.0,4200,42.1,280,110,300,1.0,18950.0,Low,1,8,-31.814936,19.705265
Malaysia,Kuala Lumpur,University of Malaya,Computer Science,Master,2.0,8500,55.4,500,120,400,4.65,21420.0,Low,1,16,-18.63153,-17.562948
Saudi Arabia,Riyadh,King Saud University,Data Science,PhD,4.0,5000,72.5,800,200,800,3.75,46800.0,Medium,2,8,-12.161339,20.381586
USA,Boston,Harvard University,Artificial Intelligence,Master,2.0,58000,82.1,2200,160,1500,1.0,113960.0,High,0,0,36.178104,-23.898653
UK,London,Imperial College,Computer Engineering,Master,2.0,42000,75.3,1800,485,800,0.79,87285.0,High,0,5,29.372494,11.067661
Spain,Madrid,Universidad Politecnica,Software Engineering,PhD,4.0,3500,71.4,1100,80,750,0.92,59380.0,Medium,2,8,-13.03747,18.012793
Italy,Milan,Politecnico di Milano,Data Analytics,Master,2.0,4000,73.2,1200,120,700,0.92,34320.0,Medium,2,-1,2.4359162,-18.091034
France,Paris,Sorbonne University,Computer Science,Master,2.0,4500,84.3,1800,99,850,0.92,49499.0,Medium,2,-1,7.562227,-20.66069
Malaysia,Penang,USM,Information Systems,Bachelor,3.0,7500,52.1,450,120,400,4.65,25020.0,Low,1,14,-25.5972,-1.2074629
Saudi Arabia,Jeddah,King Abdulaziz University,Data Engineering,Master,2.0,4800,70.2,750,200,800,3.75,24600.0,Low,2,18,-0.51954937,-12.166245
USA,Stanford,Stanford University,Computer Science,PhD,5.0,52000,84.3,2300,160,1500,1.0,197660.0,High,0,2,46.33661,-19.43912
UK,Cambridge,University of Cambridge,Artificial Intelligence,PhD,4.0,45000,71.5,1600,485,800,0.79,125485.0,High,0,4,21.24718,30.46187
Spain,Barcelona,Universitat de Barcelona,Data Science,Master,2.0,3800,73.6,1000,80,750,0.92,29380.0,Medium,2,19,0.42343065,-18.815434
Italy,Rome,Sapienza University,Software Engineering,Bachelor,3.0,3500,71.2,1100,120,700,0.92,45320.0,Medium,2,13,-11.621184,2.210181
France,Lyon,École Normale Supérieure,Computer Engineering,Master,2.0,4200,75.6,1200,99,850,0.92,34799.0,Medium,2,19,3.0207434,-20.208931
Malaysia,Johor Bahru,UTM,Data Analytics,PhD,4.0,8000,51.8,400,120,400,4.65,28920.0,Medium,1,8,-25.263945,21.34256
Saudi Arabia,Dhahran,KFUPM,Computer Science,Master,2.0,4500,68.5,700,200,800,3.75,23100.0,Low,2,18,-0.7592565,-11.699166
USA,Berkeley,UC Berkeley,Data Science,Master,2.0,54000,83.2,2000,160,1500,1.0,105160.0,High,0,0,35.496143,-24.108997
UK,Oxford,University of Oxford,Software Engineering,Master,2.0,40000,71.5,1400,485,800,0.79,75685.0,High,0,5,30.196497,8.154489
Spain,Valencia,Universidad de Valencia,Information Systems,PhD,4.0,3200,68.5,800,80,750,0.92,44680.0,Medium,2,8,-14.571364,19.067461
Italy,Turin,Politecnico di Torino,Artificial Intelligence,Master,2.0,3800,69.8,900,120,700,0.92,26920.0,Low,2,19,-3.1083007,-17.977827
France,Toulouse,INSA Toulouse,Data Engineering,PhD,4.0,4300,72.1,1000,99,850,0.92,55799.0,Medium,2,8,-13.435543,17.999872
Malaysia,Kuching,UNIMAS,Computer Science,Master,2.0,7000,49.5,380,120,400,4.65,17040.0,Low,1,16,-22.232876,-18.127754
Saudi Arabia,Medina,Islamic University,Software Development,Bachelor,4.0,4200,65.4,650,200,800,3.75,38800.0,Medium,2,8,-13.203219,21.527767
USA,MIT,Massachusetts,Robotics,PhD,5.0,56000,82.1,2100,160,1500,1.0,189660.0,High,0,2,46.870308,-18.981396
UK,Edinburgh,University of Edinburgh,Data Science,Master,2.0,38000,67.8,1100,485,800,0.79,66485.0,High,0,5,30.611906,5.903256
Spain,Seville,Universidad de Sevilla,Computer Engineering,Master,2.0,3000,65.4,750,80,750,0.92,22580.0,Low,2,19,-5.757556,-19.895319
Italy,Bologna,University of Bologna,Information Systems,PhD,4.0,3600,70.5,950,120,700,0.92,52120.0,Medium,2,8,-13.486305,18.99616
France,Marseille,Aix-Marseille University,Artificial Intelligence,Master,2.0,4100,73.5,1100,99,850,0.92,32299.0,Medium,2,19,1.7542132,-20.18889
Malaysia,Cyberjaya,Multimedia University,Data Analytics,Bachelor,3.0,7800,53.2,450,120,400,4.65,25320.0,Low,1,14,-25.348724,-1.1281288
Saudi Arabia,Dammam,Imam Abdulrahman University,Computer Science,Master,2.0,4600,67.8,680,200,800,3.75,22720.0,Low,2,18,-0.819099,-11.481516
USA,New York,Columbia University,Data Science,Master,2.0,62000,100.0,2500,160,1500,1.0,125160.0,High,0,0,37.619175,-24.022663
UK,Manchester,University of Manchester,Software Engineering,PhD,4.0,35000,65.4,900,485,800,0.79,81885.0,High,0,4,14.151784,30.401571
Spain,Granada,Universidad de Granada,Computer Science,Bachelor,3.0,2800,64.5,700,80,750,0.92,30330.0,Medium,2,13,-12.561339,3.8480728
Italy,Florence,University of Florence,Data Engineering,Master,2.0,3500,71.2,1000,120,700,0.92,29020.0,Medium,2,19,-1.8822839,-17.991001
France,Bordeaux,University of Bordeaux,Information Systems,PhD,4.0,4300,72.1,1000,99,850,0.92,55799.0,Medium,2,8,-13.435559,17.999882
Malaysia,Bangi,UKM,Artificial Intelligence,Master,2.0,7200,51.5,420,120,400,4.65,18200.0,Low,1,16,-21.186516,-17.732035
Saudi Arabia,Taif,Taif University,Software Development,Master,2.0,4400,64.5,600,200,800,3.75,20600.0,Low,2,18,-0.98515266,-10.741306
USA,Los Angeles,UCLA,Computer Engineering,PhD,5.0,52000,79.8,2200,160,1500,1.0,191660.0,High,0,2,46.669132,-18.83329
UK,Bristol,University of Bristol,Data Analytics,Master,2.0,36000,68.9,1200,485,800,0.79,66885.0,High,0,5,30.530182,6.456081
Spain,Bilbao,University of the Basque Country,Information Technology,Master,2.0,3400,67.8,850,80,750,0.92,25380.0,Low,2,19,-4.683526,-19.281034
Italy,Naples,University of Naples,Computer Science,Bachelor,3.0,3200,67.8,800,120,700,0.92,34220.0,Medium,2,13,-12.220184,3.3464406
France,Nice,University of Nice,Data Science,Master,2.0,4100,76.5,1300,99,850,0.92,37099.0,Medium,2,19,3.6854079,-19.903858
Malaysia,Melaka,UTeM,Software Engineering,PhD,4.0,7500,50.2,400,120,400,4.65,28420.0,Medium,1,8,-25.743853,21.265436
Saudi Arabia,Tabuk,University of Tabuk,Computer Engineering,Bachelor,4.0,4100,63.2,580,200,800,3.75,35340.0,Medium,2,8,-13.565747,21.906557
USA,Chicago,University of Chicago,Artificial Intelligence,Master,2.0,58000,84.1,1900,160,1500,1.0,106760.0,High,0,0,35.537292,-23.305576
UK,Glasgow,University of Glasgow,Data Engineering,PhD,4.0,34000,64.5,950,485,800,0.79,83285.0,High,0,4,14.267803,30.42924
Spain,Salamanca,University of Salamanca,Information Systems,Master,2.0,3100,62.1,600,80,750,0.92,19080.0,Low,2,-1,-6.935738,-20.42605
Italy,Pisa,University of Pisa,Software Development,Master,2.0,3300,68.9,850,120,700,0.92,25220.0,Low,2,19,-3.9082875,-18.207684
France,Lille,University of Lille,Computer Science,Bachelor,3.0,4200,69.8,950,99,850,0.92,41049.0,Medium,2,13,-10.138497,2.481577
Malaysia,Shah Alam,UiTM,Data Analytics,Master,2.0,7100,51.8,430,120,400,4.65,18340.0,Low,1,16,-20.974998,-17.688929
Saudi Arabia,Makkah,Umm Al-Qura University,Information Technology,PhD,4.0,4300,65.8,650,200,800,3.75,38900.0,Medium,2,8,-13.155566,21.490513
USA,San Francisco,Stanford University,Data Science,Master,2.0,55000,95.2,2400,160,1500,1.0,115760.0,High,0,0,37.128284,-24.233603
UK,Leeds,University of Leeds,Computer Engineering,Master,2.0,35000,63.2,900,485,800,0.79,58685.0,Medium,0,5,30.51635,4.1747603
Spain,Zaragoza,University of Zaragoza,Artificial Intelligence,PhD,4.0,2900,63.2,650,80,750,0.92,37180.0,Medium,2,8,-16.22994,20.386885
Italy,Padua,University of Padua,Software Engineering,Master,2.0,3400,69.5,900,120,700,0.92,26520.0,Low,2,19,-3.286103,-18.116583
France,Strasbourg,University of Strasbourg,Data Analytics,Master,2.0,4000,70.2,1000,99,850,0.92,29799.0,Medium,2,19,0.29272816,-20.372118
Malaysia,Nilai,USIM,Computer Science,Bachelor,3.0,6800,50.5,400,120,400,4.65,22520.0,Low,1,14,-26.093197,-1.1323377
Saudi Arabia,Al-Ahsa,King Faisal University,Information Systems,Master,2.0,4200,64.2,600,200,800,3.75,20400.0,Low,2,18,-1.0102253,-10.709658
USA,Seattle,University of Washington,Software Development,PhD,5.0,50000,77.8,2000,160,1500,1.0,177660.0,High,0,2,46.94303,-18.212187
UK,Nottingham,University of Nottingham,Data Engineering,Master,2.0,34000,61.2,800,485,800,0.79,55285.0,Medium,0,5,30.493984,3.7024097
